Kasper,Jankowski299,s4584,12.02.2000,Informatyka dzienne,Dzienne,299@pjwstk.edu.pl,Adam,Alina
Krzysztof,Kowalski300,s4514,12.02.2000,Informatyka dzienne,Dzienne,300@pjwstk.edu.pl,Adam,Alina
Michał,Nowak301,s4448,12.02.2000,Informatyka dzienne,Dzienne,301@pjwstk.edu.pl,Adam,Alina
Paweł,Brzęczyszczykiewicz302,s4664,12.02.2000,Informatyka dzienne,Dzienne,302@pjwstk.edu.pl,Adam,Alina
Katarzyna,Maciejewski303,s4935,12.02.2000,Informatyka dzienne,Dzienne,303@pjwstk.edu.pl,Adam,Alina
Konrad,Jankowski304,s4485,12.02.2000,Informatyka dzienne,Dzienne,304@pjwstk.edu.pl,Adam,Alina
Piotr,Kowalski305,s4456,12.02.2000,Informatyka dzienne,Dzienne,305@pjwstk.edu.pl,Adam,Alina
Jan,Nowak306,s4107,12.02.2000,Informatyka dzienne,Dzienne,306@pjwstk.edu.pl,Adam,Alina
Radosław,Brzęczyszczykiewicz307,s4482,12.02.2000,Informatyka dzienne po angielsku,Dzienne,307@pjwstk.edu.pl,Adam,Alina
Kacper,Maciejewski308,s4817,12.02.2000,Informatyka dzienne,Dzienne,308@pjwstk.edu.pl,Adam,Alina
Tomasz,Jankowski309,s4765,12.02.2000,Informatyka dzienne,Dzienne,309@pjwstk.edu.pl,Adam,Alina
Lech,Kowalski310,s4387,12.02.2000,Informatyka dzienne,Dzienne,310@pjwstk.edu.pl,Adam,Alina
Błażej,Nowak311,s4509,12.02.2000,Informatyka dzienne po angielsku,Dzienne,311@pjwstk.edu.pl,Adam,Alina
Karol,Brzęczyszczykiewicz312,s4609,12.02.2000,Informatyka dzienne,Dzienne,312@pjwstk.edu.pl,Adam,Alina
Paweł,Maciejewski313,s4481,12.02.2000,Informatyka dzienne,Dzienne,313@pjwstk.edu.pl,Adam,Alina
Wojciech,Jankowski314,s4512,12.02.2000,Informatyka dzienne po angielsku,Dzienne,314@pjwstk.edu.pl,Adam,Alina
Maciej,Kowalski315,s4782,12.02.2000,Informatyka dzienne,Dzienne,315@pjwstk.edu.pl,Adam,Alina
Michał,Nowak316,s4492,12.02.2000,Informatyka dzienne,Dzienne,316@pjwstk.edu.pl,Adam,Alina
Piotr,Brzęczyszczykiewicz317,s4531,12.02.2000,Informatyka dzienne,Dzienne,317@pjwstk.edu.pl,Adam,Alina
Marcin,Maciejewski318,s4406,12.02.2000,Informatyka dzienne po angielsku,Dzienne,318@pjwstk.edu.pl,Adam,Alina
Krzysztof,Jankowski319,s4394,12.02.2000,Informatyka dzienne,Dzienne,319@pjwstk.edu.pl,Adam,Alina
Michał,Kowalski320,s4627,12.02.2000,Informatyka internetowe magisterskie,Internetowe,320@pjwstk.edu.pl,Adam,Alina
Krzysztof,Nowak321,s4830,12.02.2000,Informatyka dzienne,Dzienne,321@pjwstk.edu.pl,Adam,Alina
Adrian,Brzęczyszczykiewicz322,s4486,12.02.2000,Informatyka dzienne,Dzienne,322@pjwstk.edu.pl,Adam,Alina
Mariusz,Maciejewski323,s4447,12.02.2000,Informatyka dzienne po angielsku,Dzienne,323@pjwstk.edu.pl,Adam,Alina
Bartosz,Jankowski324,s4580,12.02.2000,Informatyka dzienne po angielsku,Dzienne,324@pjwstk.edu.pl,Adam,Alina
Piotr,Kowalski325,s4284,12.02.2000,Informatyka dzienne,Dzienne,325@pjwstk.edu.pl,Adam,Alina
Michał,Nowak326,s4440,12.02.2000,Informatyka dzienne,Dzienne,326@pjwstk.edu.pl,Adam,Alina
Aleksander,Brzęczyszczykiewicz327,s4410,12.02.2000,Informatyka dzienne po angielsku,Dzienne,327@pjwstk.edu.pl,Adam,Alina
Andrzej,Maciejewski328,s4615,12.02.2000,Informatyka dzienne,Dzienne,328@pjwstk.edu.pl,Adam,Alina
Paweł,Jankowski329,s4796,12.02.2000,Informatyka dzienne,Dzienne,329@pjwstk.edu.pl,Adam,Alina
Paweł,Kowalski330,s4458,12.02.2000,Informatyka dzienne,Dzienne,330@pjwstk.edu.pl,Adam,Alina
Nakul,Brzęczyszczykiewicz332,s4942,12.02.2000,Informatyka dzienne po angielsku,Dzienne,332@pjwstk.edu.pl,Adam,Alina
Tomoto,Maciejewski333,s4614,12.02.2000,Informatyka dzienne,Dzienne,333@pjwstk.edu.pl,Adam,Alina
Krzysztof,Jankowski334,s4822,12.02.2000,Informatyka dzienne,Dzienne,334@pjwstk.edu.pl,Adam,Alina
Adam,Kowalski335,s4433,12.02.2000,Informatyka dzienne po angielsku,Dzienne,335@pjwstk.edu.pl,Adam,Alina
Jan,Nowak336,s4557,12.02.2000,Informatyka dzienne,Dzienne,336@pjwstk.edu.pl,Adam,Alina
Gabriel,Brzęczyszczykiewicz337,s4599,12.02.2000,Informatyka dzienne,Dzienne,337@pjwstk.edu.pl,Adam,Alina
Michał,Maciejewski338,s4419,12.02.2000,Informatyka dzienne,Dzienne,338@pjwstk.edu.pl,Adam,Alina
Michał,Jankowski339,s4828,12.02.2000,Informatyka dzienne,Dzienne,339@pjwstk.edu.pl,Adam,Alina
Kacper,Kowalski340,s4460,12.02.2000,Informatyka dzienne,Dzienne,340@pjwstk.edu.pl,Adam,Alina
Adrian,Nowak341,s4058,12.02.2000,Informatyka dzienne,Dzienne,341@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz342,s4524,12.02.2000,Informatyka dzienne po angielsku,Dzienne,342@pjwstk.edu.pl,Adam,Alina
Katarzyna,Maciejewski343,s4588,12.02.2000,Informatyka dzienne,Dzienne,343@pjwstk.edu.pl,Adam,Alina
Piotr,Jankowski344,s4743,12.02.2000,Informatyka dzienne,Dzienne,344@pjwstk.edu.pl,Adam,Alina
Karol,Kowalski345,s4721,12.02.2000,Informatyka dzienne,Dzienne,345@pjwstk.edu.pl,Adam,Alina
Radosław,Nowak346,s4544,12.02.2000,Informatyka dzienne po angielsku,Dzienne,346@pjwstk.edu.pl,Adam,Alina
Marco,Brzęczyszczykiewicz347,s4426,12.02.2000,Informatyka dzienne,Dzienne,347@pjwstk.edu.pl,Adam,Alina
Jagoda,Maciejewski348,s4532,12.02.2000,Informatyka dzienne,Dzienne,348@pjwstk.edu.pl,Adam,Alina
Tomasz,Jankowski349,s4480,12.02.2000,Informatyka dzienne,Dzienne,349@pjwstk.edu.pl,Adam,Alina
Przemysław,Kowalski350,s4441,12.02.2000,Informatyka dzienne,Dzienne,350@pjwstk.edu.pl,Adam,Alina
Michał,Nowak351,s4523,12.02.2000,Informatyka dzienne,Dzienne,351@pjwstk.edu.pl,Adam,Alina
Bartosz,Brzęczyszczykiewicz352,s4766,12.02.2000,Informatyka dzienne,Dzienne,352@pjwstk.edu.pl,Adam,Alina
Achut,Maciejewski353,s4941,12.02.2000,Informatyka dzienne po angielsku,Dzienne,353@pjwstk.edu.pl,Adam,Alina
Aleksander,Jankowski354,s4647,12.02.2000,Informatyka dzienne po angielsku,Dzienne,354@pjwstk.edu.pl,Adam,Alina
Jan,Kowalski355,s4500,12.02.2000,Informatyka dzienne,Dzienne,355@pjwstk.edu.pl,Adam,Alina
Yuriy,Nowak356,s4422,12.02.2000,Informatyka dzienne,Dzienne,356@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz357,s4660,12.02.2000,Informatyka dzienne po angielsku,Dzienne,357@pjwstk.edu.pl,Adam,Alina
Michał,Maciejewski358,s4521,12.02.2000,Informatyka dzienne po angielsku,Dzienne,358@pjwstk.edu.pl,Adam,Alina
Piotr,Jankowski359,s4585,12.02.2000,Informatyka dzienne,Dzienne,359@pjwstk.edu.pl,Adam,Alina
Mikołaj,Kowalski360,s3081,12.02.2000,Informatyka dzienne,Dzienne,360@pjwstk.edu.pl,Adam,Alina
Dariusz,Nowak361,s4710,12.02.2000,Informatyka dzienne,Dzienne,361@pjwstk.edu.pl,Adam,Alina
Anna,Brzęczyszczykiewicz362,s4385,12.02.2000,Informatyka dzienne,Dzienne,362@pjwstk.edu.pl,Adam,Alina
Piotr,Maciejewski363,s4529,12.02.2000,Informatyka dzienne,Dzienne,363@pjwstk.edu.pl,Adam,Alina
Michał,Jankowski364,s4522,12.02.2000,Informatyka zaoczne,Zaoczne,364@pjwstk.edu.pl,Adam,Alina
Dawid,Kowalski365,s4827,12.02.2000,Informatyka dzienne,Dzienne,365@pjwstk.edu.pl,Adam,Alina
Karol,Nowak366,s4518,12.02.2000,Informatyka dzienne,Dzienne,366@pjwstk.edu.pl,Adam,Alina
Adrian,Brzęczyszczykiewicz367,s4384,12.02.2000,Informatyka dzienne,Dzienne,367@pjwstk.edu.pl,Adam,Alina
Łukasz,Maciejewski368,s4496,12.02.2000,Informatyka dzienne,Dzienne,368@pjwstk.edu.pl,Adam,Alina
Adam,Jankowski369,s4750,12.02.2000,Informatyka dzienne,Dzienne,369@pjwstk.edu.pl,Adam,Alina
Arkadiusz,Kowalski370,s4111,12.02.2000,Informatyka dzienne,Dzienne,370@pjwstk.edu.pl,Adam,Alina
Jakub,Nowak371,s4484,12.02.2000,Informatyka dzienne,Dzienne,371@pjwstk.edu.pl,Adam,Alina
Michał,Brzęczyszczykiewicz372,s4483,12.02.2000,Informatyka dzienne po angielsku,Dzienne,372@pjwstk.edu.pl,Adam,Alina
Tomasz,Maciejewski373,s4751,12.02.2000,Informatyka dzienne,Dzienne,373@pjwstk.edu.pl,Adam,Alina
Radosław,Jankowski374,s4528,12.02.2000,Informatyka dzienne,Dzienne,374@pjwstk.edu.pl,Adam,Alina
Paweł,Kowalski375,s4533,12.02.2000,Informatyka dzienne,Dzienne,375@pjwstk.edu.pl,Adam,Alina
Przemysław,Nowak376,s4814,12.02.2000,Informatyka dzienne,Dzienne,376@pjwstk.edu.pl,Adam,Alina
Adam,Brzęczyszczykiewicz377,s4753,12.02.2000,Informatyka dzienne,Dzienne,377@pjwstk.edu.pl,Adam,Alina
Dawid,Maciejewski378,s4520,12.02.2000,Informatyka dzienne,Dzienne,378@pjwstk.edu.pl,Adam,Alina
Adrian,Jankowski379,s4837,12.02.2000,Informatyka dzienne,Dzienne,379@pjwstk.edu.pl,Adam,Alina
Sławomir,Kowalski380,s4611,12.02.2000,Informatyka dzienne,Dzienne,380@pjwstk.edu.pl,Adam,Alina
Rafał,Nowak381,s4616,12.02.2000,Informatyka dzienne,Dzienne,381@pjwstk.edu.pl,Adam,Alina
Agnieszka,Brzęczyszczykiewicz382,s4603,12.02.2000,Informatyka dzienne po angielsku,Dzienne,382@pjwstk.edu.pl,Adam,Alina
